"Slang","Tarte au riz","Rice pie.","Belgium (General)","Classic Belgian dessert, different from French rice pudding."
"Slang","Boulet","Meatball (food) / dimwit (insult).","Belgium (General)","Can refer to food or be used as a mild insult. Context-dependent."
"Slang","Fricadelle","A type of deep-fried minced meat sausage.","Belgium (General)","Popular Belgian fast food, often served with fries."
"Slang","Americain","Steak tartare (raw ground beef).","Belgium (General)","In Belgium, 'américain' refers to raw seasoned ground beef."
"Slang","Filet américain","Raw ground beef with seasonings.","Belgium (General)","Belgian-style steak tartare, often served on bread."
"Slang","Carbonnades","Flemish beef stew cooked in beer.","Flanders (Flemish/Dutch)","Classic Flemish dish, slow-cooked with onions and beer."
"Slang","Waterzooi","Creamy chicken or fish stew.","Flanders (Flemish/Dutch)","Traditional Flemish dish from Ghent, with vegetables in cream sauce."
"Slang","Moules-frites","Mussels and fries.","Belgium (General)","Belgium's national dish, mussels served with French fries."
"Slang","Andalouse","A type of mayonnaise-based sauce.","Belgium (General)","Popular Belgian sauce for frites, with tomato and peppers."
"Slang","Samurai","A spicy mayonnaise-based sauce.","Belgium (General)","Popular Belgian sauce for frites, with chili."
"Slang","Américaine","A sauce with tomatoes, onions, and peppers.","Belgium (General)","Another popular Belgian sauce for frites."
"Slang","Ketchup","Tomato ketchup.","Belgium (General)","Standard condiment, but Belgians often prefer their traditional sauces."
"Slang","Mayo","Mayonnaise.","Belgium (General)","Most popular condiment for Belgian frites."
"Common Expression","Avoir un chat dans la gorge","To have a frog in one's throat.","Belgium (General)","When someone's voice is hoarse or scratchy."
"Common Expression","Il pleut des cordes","It's raining cats and dogs.","Belgium (General)","Literally 'it's raining ropes', means heavy rain."
"Common Expression","Chercher midi à quatorze heures","To complicate things unnecessarily.","Belgium (General)","Looking for noon at 2 PM, meaning to overcomplicate."
"Common Expression","Avoir d'autres chats à fouetter","To have other fish to fry / more important things to do.","Belgium (General)","Literally 'have other cats to whip'."
"Common Expression","Poser un lapin","To stand someone up / not show up for a date.","Belgium (General)","Literally 'place a rabbit', means to leave someone waiting."
"Common Expression","Casser les pieds","To annoy / bother someone.","Belgium (General)","Literally 'break the feet', means to be bothersome."
"Common Expression","Avoir le cafard","To feel down / depressed.","Belgium (General)","Literally 'have the cockroach', means to be sad."
"Common Expression","Prendre la mouche","To get angry suddenly.","Belgium (General)","Literally 'take the fly', means to become irritated."
"Common Expression","Tourner autour du pot","To beat around the bush.","Belgium (General)","Literally 'turn around the pot', avoid getting to the point."
"Slang","Gosette","A type of puff pastry with fruit filling.","Belgium (General)","Popular Belgian pastry, often with apple or other fruit."
"Slang","Cuberdon","A cone-shaped purple candy.","Belgium (General)","Traditional Belgian candy, also called 'neuzekes' (little noses)."
"Slang","Praline","Belgian chocolate.","Belgium (General)","In Belgium, 'praline' refers to filled chocolates, not the nut confection."
"Slang","Leonidas","A famous Belgian chocolate brand.","Belgium (General)","Popular chocolate shop chain, known for quality pralines."
"Slang","Godiva","A luxury Belgian chocolate brand.","Belgium (General)","High-end chocolate manufacturer, internationally known."
"Slang","Côte d'Or","A Belgian chocolate brand.","Belgium (General)","Mass-market chocolate brand, famous for its elephant logo."
"Slang","Gaufre","Waffle.","Belgium (General)","Belgian waffles are famous worldwide, served with various toppings."
"Slang","Gaufre de Liège","Liège waffle.","Wallonia (Belgian French)","Dense, sweet waffle with pearl sugar, from Liège."
"Slang","Gaufre de Bruxelles","Brussels waffle.","Brussels (Belgian French)","Light, rectangular waffle, often served with fruit and cream."
"Food","Julienne","Vegetable soup.","Belgium (General)","Traditional Belgian soup with mixed vegetables."
"Food","Chicons au gratin","Endives wrapped in ham and baked with cheese sauce.","Belgium (General)","Classic Belgian comfort food dish."
"Food","Lapin à la gueuze","Rabbit cooked in gueuze beer.","Belgium (General)","Traditional recipe using Belgium's distinctive sour beer."
"Food","Anguilles au vert","Eels in green sauce.","Belgium (General)","Traditional dish with eels in herb sauce, especially popular in summer."
"Food","Tartine","Open sandwich / slice of bread with toppings.","Belgium (General)","Simple meal, bread with butter, cheese, or other toppings."
"Drinks","Gueuze","A type of sour Belgian beer.","Belgium (General)","Traditional lambic beer, spontaneously fermented."
"Drinks","Kriek","Cherry-flavored Belgian beer.","Belgium (General)","Lambic beer with cherries, sweet and fruity."
"Drinks","Witbier","White beer / wheat beer.","Belgium (General)","Cloudy wheat beer, often served with orange slice."
"Drinks","Trappiste","Trappist beer.","Belgium (General)","Beer brewed by Trappist monks, highly regarded quality."
"Drinks","Abbey beer","Abbey-style beer.","Belgium (General)","Beer inspired by monastic brewing traditions."
"Drinks","Duvel","A famous Belgian strong ale.","Belgium (General)","Popular Belgian beer brand, golden strong ale."
"Drinks","Stella Artois","A Belgian lager beer.","Belgium (General)","International Belgian beer brand, originally from Leuven."
"Drinks","Jupiler","A Belgian pilsner beer.","Belgium (General)","Popular Belgian beer, especially in Wallonia."
"Common Expression","Santé!","Cheers! / To your health!","Belgium (General)","Standard toast when drinking."
"Common Expression","Proost!","Cheers!","Flanders (Flemish/Dutch)","Flemish/Dutch toast when drinking."
"Common Expression","À la vôtre!","To yours! / Cheers!","Belgium (General)","Formal way to say cheers."
"Transportation","STIB/MIVB","Brussels public transport.","Brussels","Brussels public transport company (French/Dutch acronym)."
"Transportation","De Lijn","Flemish public transport.","Flanders (Flemish/Dutch)","Public bus company serving Flanders."
"Transportation","TEC","Walloon public transport.","Wallonia (Belgian French)","Public transport company serving Wallonia."
"Transportation","SNCB/NMBS","Belgian national railway.","Belgium (General)","Belgian train company (French/Dutch acronym)."
"Places","Grand-Place","Brussels' main square.","Brussels","Historic central square, UNESCO World Heritage site."
"Places","Atomium","Famous Brussels landmark.","Brussels","Iconic building from 1958 World's Fair, shaped like an atom."
"Places","Manneken Pis","Famous Brussels statue.","Brussels","Small bronze statue of a urinating boy, symbol of Brussels."
"Places","Delirium Café","Famous beer bar.","Brussels","Renowned bar with over 3000 beers, tourist attraction."
"Places","Les Galeries Royales Saint-Hubert","Historic shopping arcade.","Brussels","Beautiful 19th-century covered galleries."
"Slang","Ketje de Bruxelles","A real Brussels kid.","Brussels (Brusseleir)","Someone authentically from Brussels, with local attitude."
"Slang","Brusseleir","Brussels dialect/person.","Brussels","The local dialect and people of Brussels."
"Slang","Marollien","Dialect from Marolles district.","Brussels","Working-class dialect from historic Brussels neighborhood."
"Slang","Zinnekes","Mixed-breed dog / Brussels native.","Brussels","Originally stray dogs, now refers to true Brussels locals."
"Slang","Zwanze","Typical Brussels humor/joke.","Brussels","Distinctive irreverent Brussels sense of humor."
"Cultural","Ommegang","Historic Brussels procession.","Brussels","Annual historical pageant in Grand-Place."
"Cultural","Ducasse","Local festival/fair.","Belgium (General)","Traditional Belgian folk festivals."
"Cultural","Carnaval de Binche","Famous carnival.","Wallonia (Belgian French)","UNESCO-listed carnival with Gilles characters."
"Cultural","Gentse Feesten","Ghent festival.","Flanders (Flemish/Dutch)","Major annual cultural festival in Ghent."
"Cultural","Rock Werchter","Music festival.","Flanders (Flemish/Dutch)","One of Europe's largest rock festivals."
"Cultural","Tomorrowland","Electronic music festival.","Flanders (Flemish/Dutch)","World-famous EDM festival in Boom."
"Slang","Cafard","Cockroach / feeling down.","Belgium (General)","Depression or sad mood, 'avoir le cafard'."
"Slang","Drache","Heavy rain.","Belgium (General)","When it pours heavily, 'il drache'."
"Slang","Spitant","Annoying/irritating.","Flanders (Flemish/Dutch)","Something or someone bothersome."
"Slang","Ambetant","Annoying/troublesome.","Flanders (Flemish/Dutch)","Similar to spitant, means annoying."
"Slang","Schoon","Beautiful/nice.","Flanders (Flemish/Dutch)","Used for beautiful things or people."
"Slang","Proper","Clean/proper.","Flanders (Flemish/Dutch)","Something that's neat, clean, or well-done."
"Slang","Rap","Fast/quick.","Flanders (Flemish/Dutch)","Quick or speedy, 'rap rap' means very fast."
"Slang","Traag","Slow.","Flanders (Flemish/Dutch)","Opposite of rap, means slow."
"Slang","Gedaan","Done/finished.","Flanders (Flemish/Dutch)","When something is completed."
"Slang","Klaar","Ready/finished.","Flanders (Flemish/Dutch)","Ready or done with something."
"Slang","Allé","Come on!/Well.","Flanders (Flemish/Dutch)","Expression of encouragement or mild exasperation."
"Slang","Zeg","Say/look.","Flanders (Flemish/Dutch)","Used to get attention, like 'hey' or 'say'."
"Slang","Precies","Exactly/just like.","Flanders (Flemish/Dutch)","Means exactly or precisely."
"Common Expression","Het is wat het is","It is what it is.","Flanders (Flemish/Dutch)","Acceptance of a situation."
"Common Expression","Doe maar gewoon","Just act normal.","Flanders (Flemish/Dutch)","Advice to behave normally, not show off."
"Common Expression","Dat is niet normaal","That's not normal.","Flanders (Flemish/Dutch)","Something is strange or exceptional."
"Common Expression","Ge zijt goed bezig","You're doing well.","Flanders (Flemish/Dutch)","Encouragement, means you're on the right track."
"Weather","Het regent","It's raining.","Flanders (Flemish/Dutch)","Simple statement about rain."
"Weather","Het stormt","It's storming.","Flanders (Flemish/Dutch)","When there's a storm."
"Weather","Het sneeuwt","It's snowing.","Flanders (Flemish/Dutch)","When it's snowing."
"Weather","Het vriest","It's freezing.","Flanders (Flemish/Dutch)","When it's below freezing."
"Weather","Lekker weer","Nice weather.","Flanders (Flemish/Dutch)","When the weather is pleasant."
"Weather","Slecht weer","Bad weather.","Flanders (Flemish/Dutch)","When the weather is unpleasant."
